,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Ticket Type,Passenger Status
98552,D1q05w,Liuka,Caffrey,Female,90,Dominican Republic,Gooding Municipal Airport,US,United States,NAM,North America,3/2/2022,GNG,Liuka Caffrey,Cancelled,Business,On Time
98553,1KAJNw,Benoit,Epine,Male,56,China,Lime Village Airport,US,United States,NAM,North America,9/5/2022,LVD,Benoit Epine,Cancelled,Business,On Time
98554,3obK7l,Cele,Brumfitt,Female,72,Yemen,General Guadalupe Victoria International Airport,MX,Mexico,NAM,North America,5/13/2022,DGO,Cele Brumfitt,On Time,Business,On Time
98555,mzjhH4,Harry,Mathewson,Male,54,Panama,Kerrville Municipal Louis Schreiner Field,US,United States,NAM,North America,4/11/2022,ERV,Harry Mathewson,Delayed,Business,On Time
98556,aWPU3c,Maressa,Kira,Female,60,Indonesia,Dodge City Regional Airport,US,United States,NAM,North America,5/9/2022,DDC,Maressa Kira,Cancelled,Business,On Time
98557,bly76L,Bale,Bewley,Male,60,Poland,Bălți International Airport,MD,"Moldova, Republic of",EU,Europe,4/12/2022,BZY,Bale Bewley,On Time,Business,On Time
98558,ze6c8y,Ardisj,Reisk,Female,2,United States,Stafsberg Airport,NO,Norway,EU,Europe,3/29/2022,HMR,Ardisj Reisk,On Time,Business,On Time
98559,DlQgYW,Dario,Bednall,Male,10,China,Sacramento Airport,BR,Brazil,SAM,South America,11/28/2022,0,Dario Bednall,Cancelled,Business,On Time
98560,3I8qWl,Ethe,Imlin,Male,9,Czech Republic,Jaisalmer Airport,IN,India,AS,Asia,4/22/2022,JSA,Ethe Imlin,On Time,Business,On Time
98561,NkogBt,Guilbert,Langford,Male,43,China,Platinum Airport,US,United States,NAM,North America,5/2/2022,PTU,Guilbert Langford,On Time,Business,On Time
98562,eRu3dh,Gilligan,Griswaite,Female,39,Zambia,Hukuntsi Airport,BW,Botswana,AF,Africa,7/9/2022,HUK,Gilligan Griswaite,Delayed,Business,On Time
